78039 silly lifecycle ansi-styles@1.0.0~preinstall: no script for preinstall, continuing
85400 silly install transformers@2.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\transformers-b2caff13
85401 info lifecycle transformers@2.1.0~install: transformers@2.1.0
85402 silly lifecycle transformers@2.1.0~install: no script for install, continuing
85403 silly install optimist@0.6.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\optimist-6f75e326
85404 info lifecycle optimist@0.6.1~install: optimist@0.6.1
85405 silly lifecycle optimist@0.6.1~install: no script for install, continuing
85406 silly install wrappy@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\wrappy-91e8eac3
85407 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
85408 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
85409 silly install once@1.3.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\once-9a3acb6c
85410 info lifecycle once@1.3.3~install: once@1.3.3
85411 silly lifecycle once@1.3.3~install: no script for install, continuing
85412 silly install end-of-stream@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\end-of-stream-e3b93001
85413 info lifecycle end-of-stream@1.0.0~install: end-of-stream@1.0.0
85414 silly lifecycle end-of-stream@1.0.0~install: no script for install, continuing
85415 silly install duplexify@3.4.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\duplexify-0075c358
85416 info lifecycle duplexify@3.4.5~install: duplexify@3.4.5
85417 silly lifecycle duplexify@3.4.5~install: no script for install, continuing
85418 silly install got@3.3.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\got-593a53db
85419 info lifecycle got@3.3.1~install: got@3.3.1
85420 silly lifecycle got@3.3.1~install: no script for install, continuing
85421 silly install package-json@1.2.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\package-json-b566f47b
85422 info lifecycle package-json@1.2.0~install: package-json@1.2.0
85423 silly lifecycle package-json@1.2.0~install: no script for install, continuing
85424 silly install latest-version@1.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\latest-version-270dd8c8
85425 info lifecycle latest-version@1.0.1~install: latest-version@1.0.1
85426 silly lifecycle latest-version@1.0.1~install: no script for install, continuing
85427 silly install inflight@1.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\inflight-5ebc247d
85428 info lifecycle inflight@1.0.5~install: inflight@1.0.5
85429 silly lifecycle inflight@1.0.5~install: no script for install, continuing
85430 silly install glob@7.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\glob-ee18cf90
85431 info lifecycle glob@7.0.5~install: glob@7.0.5
85432 silly lifecycle glob@7.0.5~install: no script for install, continuing
85433 silly install rimraf@2.5.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\rimraf-a90230b7
85434 info lifecycle rimraf@2.5.4~install: rimraf@2.5.4
85435 silly lifecycle rimraf@2.5.4~install: no script for install, continuing
85436 silly install glob@7.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\glob-0dece383
85437 info lifecycle glob@7.0.5~install: glob@7.0.5
85438 silly lifecycle glob@7.0.5~install: no script for install, continuing
85439 silly install rimraf@2.5.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\rimraf-b045e42a
85440 info lifecycle rimraf@2.5.4~install: rimraf@2.5.4
85441 silly lifecycle rimraf@2.5.4~install: no script for install, continuing
85442 silly install grunt-lib-phantomjs@1.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-lib-phantomjs-0c5f4b19
85443 info lifecycle grunt-lib-phantomjs@1.1.0~install: grunt-lib-phantomjs@1.1.0
85444 silly lifecycle grunt-lib-phantomjs@1.1.0~install: no script for install, continuing
85445 silly install glob@7.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\glob-47d5cbc0
85446 info lifecycle glob@7.0.5~install: glob@7.0.5
85447 silly lifecycle glob@7.0.5~install: no script for install, continuing
85448 silly install rimraf@2.5.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\rimraf-2371b361
85449 info lifecycle rimraf@2.5.4~install: rimraf@2.5.4
85450 silly lifecycle rimraf@2.5.4~install: no script for install, continuing
85451 silly install graceful-fs@4.1.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\graceful-fs-16cfe74e
85452 info lifecycle graceful-fs@4.1.5~install: graceful-fs@4.1.5
85453 silly lifecycle graceful-fs@4.1.5~install: no script for install, continuing
85454 silly install write-file-atomic@1.1.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\write-file-atomic-9e62f6b9
85455 info lifecycle write-file-atomic@1.1.4~install: write-file-atomic@1.1.4
85456 silly lifecycle write-file-atomic@1.1.4~install: no script for install, continuing
85457 silly install ws@1.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ws-f7a33d37
85458 info lifecycle ws@1.0.1~install: ws@1.0.1
85459 silly lifecycle ws@1.0.1~install: no script for install, continuing
85460 silly install engine.io@1.6.10 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\engine.io-43e6808b
85461 info lifecycle engine.io@1.6.10~install: engine.io@1.6.10
85462 silly lifecycle engine.io@1.6.10~install: no script for install, continuing
85463 silly install xdg-basedir@2.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\xdg-basedir-48eabed8
85464 info lifecycle xdg-basedir@2.0.0~install: xdg-basedir@2.0.0
85465 silly lifecycle xdg-basedir@2.0.0~install: no script for install, continuing
85466 silly install configstore@1.4.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\configstore-347ace0a
85467 info lifecycle configstore@1.4.0~install: configstore@1.4.0
85468 silly lifecycle configstore@1.4.0~install: no script for install, continuing
85469 silly install update-notifier@0.5.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\update-notifier-c5f42b7e
85470 info lifecycle update-notifier@0.5.0~install: update-notifier@0.5.0
85471 silly lifecycle update-notifier@0.5.0~install: no script for install, continuing
85472 silly install nodemon@1.10.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\nodemon-0ce768c8
85473 info lifecycle nodemon@1.10.0~install: nodemon@1.10.0
85474 silly lifecycle nodemon@1.10.0~install: no script for install, continuing
85475 silly install xmlhttprequest-ssl@1.5.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\xmlhttprequest-ssl-7ea84373
85476 info lifecycle xmlhttprequest-ssl@1.5.1~install: xmlhttprequest-ssl@1.5.1
85477 silly lifecycle xmlhttprequest-ssl@1.5.1~install: no script for install, continuing
85478 silly install xtend@4.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\xtend-c612bfd3
85479 info lifecycle xtend@4.0.1~install: xtend@4.0.1
85480 silly lifecycle xtend@4.0.1~install: no script for install, continuing
85481 silly install is-my-json-valid@2.13.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\is-my-json-valid-bb8a2434
85482 info lifecycle is-my-json-valid@2.13.1~install: is-my-json-valid@2.13.1
85483 silly lifecycle is-my-json-valid@2.13.1~install: no script for install, continuing
85484 silly install har-validator@2.0.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\har-validator-3d692274
85485 info lifecycle har-validator@2.0.6~install: har-validator@2.0.6
85486 silly lifecycle har-validator@2.0.6~install: no script for install, continuing
85487 silly install request@2.73.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\request-fa67355e
85488 info lifecycle request@2.73.0~install: request@2.73.0
85489 silly lifecycle request@2.73.0~install: no script for install, continuing
85490 silly install stormpath@0.18.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\stormpath-c6c704f9
85491 info lifecycle stormpath@0.18.4~install: stormpath@0.18.4
85492 silly lifecycle stormpath@0.18.4~install: no script for install, continuing
85493 silly install request@2.74.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\request-fc5f4c5a
85494 info lifecycle request@2.74.0~install: request@2.74.0
85495 silly lifecycle request@2.74.0~install: no script for install, continuing
85496 silly install gtoken@1.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\gtoken-648118f0
85497 info lifecycle gtoken@1.2.1~install: gtoken@1.2.1
85498 silly lifecycle gtoken@1.2.1~install: no script for install, continuing
85499 silly install gapitoken@0.1.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\gapitoken-c4bd8f81
85500 info lifecycle gapitoken@0.1.5~install: gapitoken@0.1.5
85501 silly lifecycle gapitoken@0.1.5~install: no script for install, continuing
85502 silly install request@2.72.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\request-0799bd05
85503 info lifecycle request@2.72.0~install: request@2.72.0
85504 silly lifecycle request@2.72.0~install: no script for install, continuing
85505 silly install har-validator@1.8.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\har-validator-5fa4cd07
85506 info lifecycle har-validator@1.8.0~install: har-validator@1.8.0
85507 silly lifecycle har-validator@1.8.0~install: no script for install, continuing
85508 silly install request@2.60.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\request-52d27fdc
85509 info lifecycle request@2.60.0~install: request@2.60.0
85510 silly lifecycle request@2.60.0~install: no script for install, continuing
85511 silly install google-auth-library@0.9.8 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\google-auth-library-7e3d9faf
85512 info lifecycle google-auth-library@0.9.8~install: google-auth-library@0.9.8
85513 silly lifecycle google-auth-library@0.9.8~install: no script for install, continuing
85514 silly install error@7.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\error-30fb4409
85515 info lifecycle error@7.0.2~install: error@7.0.2
85516 silly lifecycle error@7.0.2~install: no script for install, continuing
85517 silly install body@5.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\body-d93f22aa
85518 info lifecycle body@5.1.0~install: body@5.1.0
85519 silly lifecycle body@5.1.0~install: no script for install, continuing
85520 silly install yargs@3.10.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\yargs-9e082ac7
85521 info lifecycle yargs@3.10.0~install: yargs@3.10.0
85522 silly lifecycle yargs@3.10.0~install: no script for install, continuing
85523 silly install uglify-js@2.7.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\uglify-js-bf9f5cdd
85524 info lifecycle uglify-js@2.7.0~install: uglify-js@2.7.0
85525 silly lifecycle uglify-js@2.7.0~install: no script for install, continuing
85526 silly install jade@1.11.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\jade-3d4bf5e3
85527 info lifecycle jade@1.11.0~install: jade@1.11.0
85528 silly lifecycle jade@1.11.0~install: no script for install, continuing
85529 silly install yeast@0.1.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\yeast-a18ab764
85530 info lifecycle yeast@0.1.2~install: yeast@0.1.2
85531 silly lifecycle yeast@0.1.2~install: no script for install, continuing
85532 silly install engine.io-client@1.6.9 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\engine.io-client-6b675320
85533 info lifecycle engine.io-client@1.6.9~install: engine.io-client@1.6.9
85534 silly lifecycle engine.io-client@1.6.9~install: no script for install, continuing
85535 silly install socket.io-client@1.4.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\socket.io-client-7779ce5c
85536 info lifecycle socket.io-client@1.4.6~install: socket.io-client@1.4.6
85537 silly lifecycle socket.io-client@1.4.6~install: no script for install, continuing
85538 silly install socket.io@1.4.7 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\socket.io-e255eea4
85539 info lifecycle socket.io@1.4.7~install: socket.io@1.4.7
85540 silly lifecycle socket.io@1.4.7~install: no script for install, continuing
85541 silly install karma@1.1.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\karma-a1cccb69
85542 info lifecycle karma@1.1.2~install: karma@1.1.2
85543 silly lifecycle karma@1.1.2~install: no script for install, continuing
85544 silly install zlib-browserify@0.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\zlib-browserify-a0ee9782
85545 info lifecycle zlib-browserify@0.0.3~install: zlib-browserify@0.0.3
85546 silly lifecycle zlib-browserify@0.0.3~install: no script for install, continuing
85547 silly install gzip-size@0.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\gzip-size-cfb2acbf
85548 info lifecycle gzip-size@0.1.1~install: gzip-size@0.1.1
85549 silly lifecycle gzip-size@0.1.1~install: no script for install, continuing
85550 silly install maxmin@0.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\maxmin-e2a46546
85551 info lifecycle maxmin@0.1.0~install: maxmin@0.1.0
85552 silly lifecycle maxmin@0.1.0~install: no script for install, continuing
85553 silly install bower@1.7.9 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\bower-3e23a2f6
85554 info lifecycle bower@1.7.9~install: bower@1.7.9
85555 silly lifecycle bower@1.7.9~install: no script for install, continuing
85556 silly install express-stormpath@3.1.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\express-stormpath-2397f487
85557 info lifecycle express-stormpath@3.1.3~install: express-stormpath@3.1.3
85558 silly lifecycle express-stormpath@3.1.3~install: no script for install, continuing
85559 silly install googleapis@11.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\googleapis-ac538b53
85560 info lifecycle googleapis@11.0.0~install: googleapis@11.0.0
85561 silly lifecycle googleapis@11.0.0~install: no script for install, continuing
85562 silly install grunt-casperjs@2.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-casperjs-83855ab7
85563 info lifecycle grunt-casperjs@2.2.1~install: grunt-casperjs@2.2.1
85564 silly lifecycle grunt-casperjs@2.2.1~install: no script for install, continuing
85565 silly install grunt-contrib-clean@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-contrib-clean-c4b79486
85566 info lifecycle grunt-contrib-clean@1.0.0~install: grunt-contrib-clean@1.0.0
85567 silly lifecycle grunt-contrib-clean@1.0.0~install: no script for install, continuing
85568 silly install grunt-contrib-concat@0.3.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-contrib-concat-9c7f286a
85569 info lifecycle grunt-contrib-concat@0.3.0~install: grunt-contrib-concat@0.3.0
85570 silly lifecycle grunt-contrib-concat@0.3.0~install: no script for install, continuing
85571 silly install grunt-contrib-cssmin@0.9.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-contrib-cssmin-e3ff0a06
85572 info lifecycle grunt-contrib-cssmin@0.9.0~install: grunt-contrib-cssmin@0.9.0
85573 silly lifecycle grunt-contrib-cssmin@0.9.0~install: no script for install, continuing
85574 silly install grunt-contrib-jshint@0.9.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-contrib-jshint-663eb514
85575 info lifecycle grunt-contrib-jshint@0.9.2~install: grunt-contrib-jshint@0.9.2
85576 silly lifecycle grunt-contrib-jshint@0.9.2~install: no script for install, continuing
85577 silly install grunt-contrib-uglify@0.4.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-contrib-uglify-80a12393
85578 info lifecycle grunt-contrib-uglify@0.4.1~install: grunt-contrib-uglify@0.4.1
85579 silly lifecycle grunt-contrib-uglify@0.4.1~install: no script for install, continuing
85580 silly install grunt-contrib-watch@0.6.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-contrib-watch-91bf3eeb
85581 info lifecycle grunt-contrib-watch@0.6.1~install: grunt-contrib-watch@0.6.1
85582 silly lifecycle grunt-contrib-watch@0.6.1~install: no script for install, continuing
85583 silly install grunt-express-server@0.5.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-express-server-d3707824
85584 info lifecycle grunt-express-server@0.5.3~install: grunt-express-server@0.5.3
85585 silly lifecycle grunt-express-server@0.5.3~install: no script for install, continuing
85586 silly install grunt-init@0.3.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-init-ec01ce90
85587 info lifecycle grunt-init@0.3.2~install: grunt-init@0.3.2
85588 silly lifecycle grunt-init@0.3.2~install: no script for install, continuing
85589 silly install grunt-karma@2.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-karma-fea0a2da
85590 info lifecycle grunt-karma@2.0.0~install: grunt-karma@2.0.0
85591 silly lifecycle grunt-karma@2.0.0~install: no script for install, continuing
85592 silly install grunt-mocha@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-mocha-ec204278
85593 info lifecycle grunt-mocha@1.0.2~install: grunt-mocha@1.0.2
85594 silly lifecycle grunt-mocha@1.0.2~install: no script for install, continuing
85595 silly install grunt-nodemon@0.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-nodemon-30f51df4
85596 info lifecycle grunt-nodemon@0.2.1~install: grunt-nodemon@0.2.1
85597 silly lifecycle grunt-nodemon@0.2.1~install: no script for install, continuing
85598 silly install grunt-shell@0.6.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\grunt-shell-34de9d12
85599 info lifecycle grunt-shell@0.6.4~install: grunt-shell@0.6.4
85600 silly lifecycle grunt-shell@0.6.4~install: no script for install, continuing
85601 silly install mongoose@4.5.7 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\mongoose-0c4242b2
85602 info lifecycle mongoose@4.5.7~install: mongoose@4.5.7
85603 silly lifecycle mongoose@4.5.7~install: no script for install, continuing
85604 silly install node-uber@0.9.7 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\node-uber-fc5e88a0
85605 info lifecycle node-uber@0.9.7~install: node-uber@0.9.7
85606 silly lifecycle node-uber@0.9.7~install: no script for install, continuing
85607 silly install nonce@1.0.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\nonce-1aff963b
85608 info lifecycle nonce@1.0.4~install: nonce@1.0.4
85609 silly lifecycle nonce@1.0.4~install: no script for install, continuing
85610 silly install oauth-signature@1.3.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\oauth-signature-19e023c5
85611 info lifecycle oauth-signature@1.3.1~install: oauth-signature@1.3.1
85612 silly lifecycle oauth-signature@1.3.1~install: no script for install, continuing
85613 silly doSerial postinstall 781
85614 silly postinstall abbrev@1.0.9 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\abbrev-f40d93a2
85615 info lifecycle abbrev@1.0.9~postinstall: abbrev@1.0.9
85616 silly lifecycle abbrev@1.0.9~postinstall: no script for postinstall, continuing
85617 silly postinstall acorn@2.7.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\acorn-e59a53ee
85618 info lifecycle acorn@2.7.0~postinstall: acorn@2.7.0
85619 silly lifecycle acorn@2.7.0~postinstall: no script for postinstall, continuing
85620 silly postinstall acorn-globals@1.0.9 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\acorn-globals-047cca12
85621 info lifecycle acorn-globals@1.0.9~postinstall: acorn-globals@1.0.9
85622 silly lifecycle acorn-globals@1.0.9~postinstall: no script for postinstall, continuing
85623 silly postinstall after@0.8.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\after-43cfb2e7
85624 info lifecycle after@0.8.1~postinstall: after@0.8.1
85625 silly lifecycle after@0.8.1~postinstall: no script for postinstall, continuing
85626 silly postinstall amdefine@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\amdefine-a34301bb
85627 info lifecycle amdefine@1.0.0~postinstall: amdefine@1.0.0
85628 silly lifecycle amdefine@1.0.0~postinstall: no script for postinstall, continuing
85629 silly postinstall ansi-regex@2.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ansi-regex-a86e429b
85630 info lifecycle ansi-regex@2.0.0~postinstall: ansi-regex@2.0.0
85631 silly lifecycle ansi-regex@2.0.0~postinstall: no script for postinstall, continuing
85632 silly postinstall ansi-styles@2.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ansi-styles-2ffef5b2
85633 info lifecycle ansi-styles@2.2.1~postinstall: ansi-styles@2.2.1
85634 silly lifecycle ansi-styles@2.2.1~postinstall: no script for postinstall, continuing
85635 silly postinstall arr-flatten@1.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\arr-flatten-a8cb935e
85636 info lifecycle arr-flatten@1.0.1~postinstall: arr-flatten@1.0.1
85637 silly lifecycle arr-flatten@1.0.1~postinstall: no script for postinstall, continuing
85638 silly postinstall arr-diff@2.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\arr-diff-68f4690a
85639 info lifecycle arr-diff@2.0.0~postinstall: arr-diff@2.0.0
85640 silly lifecycle arr-diff@2.0.0~postinstall: no script for postinstall, continuing
85641 silly postinstall array-flatten@1.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\array-flatten-81203c2c
85642 info lifecycle array-flatten@1.1.1~postinstall: array-flatten@1.1.1
85643 silly lifecycle array-flatten@1.1.1~postinstall: no script for postinstall, continuing
85644 silly postinstall array-slice@0.2.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\array-slice-13531cef
85645 info lifecycle array-slice@0.2.3~postinstall: array-slice@0.2.3
85646 silly lifecycle array-slice@0.2.3~postinstall: no script for postinstall, continuing
85647 silly postinstall array-unique@0.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\array-unique-88793f95
85648 info lifecycle array-unique@0.2.1~postinstall: array-unique@0.2.1
85649 silly lifecycle array-unique@0.2.1~postinstall: no script for postinstall, continuing
85650 silly postinstall arraybuffer.slice@0.0.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\arraybuffer.slice-4fb8344d
85651 info lifecycle arraybuffer.slice@0.0.6~postinstall: arraybuffer.slice@0.0.6
85652 silly lifecycle arraybuffer.slice@0.0.6~postinstall: no script for postinstall, continuing
85653 silly postinstall arrify@1.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\arrify-97e56db0
85654 info lifecycle arrify@1.0.1~postinstall: arrify@1.0.1
85655 silly lifecycle arrify@1.0.1~postinstall: no script for postinstall, continuing
85656 silly postinstall asap@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\asap-19bebbec
85657 info lifecycle asap@1.0.0~postinstall: asap@1.0.0
85658 silly lifecycle asap@1.0.0~postinstall: no script for postinstall, continuing
85659 silly postinstall asn1@0.2.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\asn1-3247748b
85660 info lifecycle asn1@0.2.3~postinstall: asn1@0.2.3
85661 silly lifecycle asn1@0.2.3~postinstall: no script for postinstall, continuing
85662 silly postinstall assert-plus@0.2.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\assert-plus-9a57d548
85663 info lifecycle assert-plus@0.2.0~postinstall: assert-plus@0.2.0
85664 silly lifecycle assert-plus@0.2.0~postinstall: no script for postinstall, continuing
85665 silly postinstall assertion-error@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\assertion-error-0aa6d943
85666 info lifecycle assertion-error@1.0.2~postinstall: assertion-error@1.0.2
85667 silly lifecycle assertion-error@1.0.2~postinstall: no script for postinstall, continuing
85668 silly postinstall async@1.5.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\async-bc2151df
85669 info lifecycle async@1.5.2~postinstall: async@1.5.2
85670 silly lifecycle async@1.5.2~postinstall: no script for postinstall, continuing
85671 silly postinstall async-each@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\async-each-8e2e4d3b
85672 info lifecycle async-each@1.0.0~postinstall: async-each@1.0.0
85673 silly lifecycle async-each@1.0.0~postinstall: no script for postinstall, continuing
85674 silly postinstall aws-sign2@0.6.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\aws-sign2-04d90464
85675 info lifecycle aws-sign2@0.6.0~postinstall: aws-sign2@0.6.0
85676 silly lifecycle aws-sign2@0.6.0~postinstall: no script for postinstall, continuing
85677 silly postinstall aws4@1.4.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\aws4-d2c5f66d
85678 info lifecycle aws4@1.4.1~postinstall: aws4@1.4.1
85679 silly lifecycle aws4@1.4.1~postinstall: no script for postinstall, continuing
85680 silly postinstall backo2@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\backo2-10805b71
85681 info lifecycle backo2@1.0.2~postinstall: backo2@1.0.2
85682 silly lifecycle backo2@1.0.2~postinstall: no script for postinstall, continuing
85683 silly postinstall balanced-match@0.4.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\balanced-match-522050b6
85684 info lifecycle balanced-match@0.4.2~postinstall: balanced-match@0.4.2
85685 silly lifecycle balanced-match@0.4.2~postinstall: no script for postinstall, continuing
85686 silly postinstall base64-arraybuffer@0.1.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\base64-arraybuffer-f80ff232
85687 info lifecycle base64-arraybuffer@0.1.2~postinstall: base64-arraybuffer@0.1.2
85688 silly lifecycle base64-arraybuffer@0.1.2~postinstall: no script for postinstall, continuing
85689 silly postinstall base64-url@1.3.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\base64-url-9b6b5c99
85690 info lifecycle base64-url@1.3.2~postinstall: base64-url@1.3.2
85691 silly lifecycle base64-url@1.3.2~postinstall: no script for postinstall, continuing
85692 silly postinstall base64id@0.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\base64id-10479e0d
85693 info lifecycle base64id@0.1.0~postinstall: base64id@0.1.0
85694 silly lifecycle base64id@0.1.0~postinstall: no script for postinstall, continuing
85695 silly postinstall benchmark@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\benchmark-26428e57
85696 info lifecycle benchmark@1.0.0~postinstall: benchmark@1.0.0
85697 silly lifecycle benchmark@1.0.0~postinstall: no script for postinstall, continuing
85698 silly postinstall binary-extensions@1.5.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\binary-extensions-d510e700
85699 info lifecycle binary-extensions@1.5.0~postinstall: binary-extensions@1.5.0
85700 silly lifecycle binary-extensions@1.5.0~postinstall: no script for postinstall, continuing
85701 silly postinstall blob@0.0.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\blob-2d755108
85702 info lifecycle blob@0.0.4~postinstall: blob@0.0.4
85703 silly lifecycle blob@0.0.4~postinstall: no script for postinstall, continuing
85704 silly postinstall bluebird@2.10.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\bluebird-b1891817
85705 info lifecycle bluebird@2.10.2~postinstall: bluebird@2.10.2
85706 silly lifecycle bluebird@2.10.2~postinstall: no script for postinstall, continuing
85707 silly postinstall bytes@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\bytes-d163977f
85708 info lifecycle bytes@1.0.0~postinstall: bytes@1.0.0
85709 silly lifecycle bytes@1.0.0~postinstall: no script for postinstall, continuing
85710 silly postinstall bson@0.4.23 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\bson-680acaab
85711 info lifecycle bson@0.4.23~postinstall: bson@0.4.23
85712 silly lifecycle bson@0.4.23~postinstall: no script for postinstall, continuing
85713 silly postinstall buffer-equal-constant-time@1.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\buffer-equal-constant-time-7b66837a
85714 info lifecycle buffer-equal-constant-time@1.0.1~postinstall: buffer-equal-constant-time@1.0.1
85715 silly lifecycle buffer-equal-constant-time@1.0.1~postinstall: no script for postinstall, continuing
85716 silly postinstall bytes@2.4.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\bytes-a7d40b40
85717 info lifecycle bytes@2.4.0~postinstall: bytes@2.4.0
85718 silly lifecycle bytes@2.4.0~postinstall: no script for postinstall, continuing
85719 silly postinstall callsite@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\callsite-e3a5e926
